Semantic_ID,Aspect,n_pois,Top1_name,Top1,Top2_name,Top2,Top3_name,Top3,Top4_name,Top4,Top5_name,Top5,Others
93-120-109,Category,1,Barbers,100.0,,0.0,,0.0,,0.0,,0.0,0.0
93-120-109,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
93-120-122,Category,1,Barbers,100.0,,0.0,,0.0,,0.0,,0.0,0.0
93-120-122,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
93-120-126,Category,1,Fitness & Instruction,100.0,,0.0,,0.0,,0.0,,0.0,0.0
93-120-126,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
93-123-17,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
93-123-17,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
93-125-12,Category,1,Shopping,100.0,,0.0,,0.0,,0.0,,0.0,0.0
93-125-12,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
93-125-28,Category,1,Shopping,100.0,,0.0,,0.0,,0.0,,0.0,0.0
93-125-28,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
93-126-77,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
93-126-77,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-2-120,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-2-120,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-14-13,Category,1,Beauty & Spas,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-14-13,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-14-16,Category,1,Beauty & Spas,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-14-16,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-14-51,Category,1,Beauty & Spas,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-14-51,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-14-107,Category,1,Beauty & Spas,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-14-107,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-15-11,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-15-11,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-15-37,Category,1,Food,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-15-37,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-15-41,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-15-41,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-15-93,Category,2,Food,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-15-93,Region,2,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-18-16,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-18-16,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-20-11,Category,1,Bars,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-20-11,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-20-22,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-20-22,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-20-51,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-20-51,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-20-125,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-20-125,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-24-3,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-24-3,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-28-66,Category,1,Shopping,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-28-66,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-35-97,Category,1,Beauty & Spas,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-35-97,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-39-3,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-39-3,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-39-16,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-39-16,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-39-61,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-39-61,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-39-71,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-39-71,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-41-38,Category,1,Food,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-41-38,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-41-51,Category,1,Food,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-41-51,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-41-122,Category,1,Food,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-41-122,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-53-51,Category,1,Shopping,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-53-51,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-64-3,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-64-3,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-64-18,Category,1,Shopping,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-64-18,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-64-20,Category,2,Food,50.0,Shopping,50.0,,0.0,,0.0,,0.0,0.0
94-64-20,Region,2,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-64-23,Category,1,Beauty & Spas,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-64-23,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-64-97,Category,1,Health & Medical,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-64-97,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-66-37,Category,2,Restaurants,50.0,Food,50.0,,0.0,,0.0,,0.0,0.0
94-66-37,Region,2,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-66-51,Category,1,Food,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-66-51,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-66-93,Category,1,Specialty Food,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-66-93,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-66-122,Category,2,Food,50.0,Restaurants,50.0,,0.0,,0.0,,0.0,0.0
94-66-122,Region,2,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-72-16,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-72-16,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-73-13,Category,1,Arts & Entertainment,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-73-13,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-73-16,Category,2,Fitness & Instruction,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-73-16,Region,2,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-73-18,Category,1,Active Life,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-73-18,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-73-28,Category,2,Barre Classes,50.0,Fitness & Instruction,50.0,,0.0,,0.0,,0.0,0.0
94-73-28,Region,2,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-78-16,Category,1,Shopping,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-78-16,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-78-93,Category,1,Food,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-78-93,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
