layer,code,n_pois,pct_of_total
1,63,72,1.884323475529966
1,104,68,1.7796388380005235
1,117,68,1.7796388380005235
1,56,67,1.7534676786181629
1,59,65,1.7011253598534413
1,39,64,1.6749542004710807
1,87,62,1.6226118817063595
1,72,62,1.6226118817063595
1,48,59,1.5440984035592777
1,77,58,1.5179272441769172
1,106,52,1.3609002878827532
1,124,51,1.3347291285003926
1,88,51,1.3347291285003926
1,45,51,1.3347291285003926
1,64,49,1.2823868097356714
1,1,47,1.23004449097095
1,69,47,1.23004449097095
1,102,46,1.2038733315885892
1,99,45,1.1777021722062286
1,34,45,1.1777021722062286
1,8,43,1.1253598534415075
1,37,43,1.1253598534415075
1,18,42,1.0991886940591469
1,23,41,1.0730175346767863
1,44,41,1.0730175346767863
1,60,41,1.0730175346767863
1,95,41,1.0730175346767863
1,121,41,1.0730175346767863
1,127,40,1.0468463752944255
1,98,40,1.0468463752944255
1,33,40,1.0468463752944255
1,105,40,1.0468463752944255
1,3,40,1.0468463752944255
1,29,40,1.0468463752944255
1,4,39,1.020675215912065
1,70,38,0.9945040565297042
1,13,38,0.9945040565297042
1,75,36,0.942161737764983
1,115,35,0.9159905783826224
1,94,35,0.9159905783826224
1,116,35,0.9159905783826224
1,20,34,0.8898194190002617
1,67,34,0.8898194190002617
1,86,34,0.8898194190002617
1,42,34,0.8898194190002617
1,123,34,0.8898194190002617
1,101,33,0.8636482596179011
1,0,33,0.8636482596179011
1,57,33,0.8636482596179011
1,113,32,0.8374771002355403
1,96,31,0.8113059408531798
1,120,31,0.8113059408531798
1,12,31,0.8113059408531798
1,85,30,0.7851347814708192
1,76,30,0.7851347814708192
1,112,28,0.7327924627060979
1,111,28,0.7327924627060979
1,26,27,0.7066213033237372
1,92,27,0.7066213033237372
1,46,27,0.7066213033237372
1,22,27,0.7066213033237372
1,100,27,0.7066213033237372
1,7,27,0.7066213033237372
1,80,26,0.6804501439413766
1,19,26,0.6804501439413766
1,27,25,0.654278984559016
1,82,25,0.654278984559016
1,51,25,0.654278984559016
1,93,25,0.654278984559016
1,81,24,0.6281078251766553
1,25,24,0.6281078251766553
1,10,24,0.6281078251766553
1,38,23,0.6019366657942946
1,119,23,0.6019366657942946
1,89,23,0.6019366657942946
1,2,23,0.6019366657942946
1,6,23,0.6019366657942946
1,24,23,0.6019366657942946
1,30,22,0.575765506411934
1,109,22,0.575765506411934
1,15,22,0.575765506411934
1,9,22,0.575765506411934
1,54,22,0.575765506411934
1,11,22,0.575765506411934
1,5,22,0.575765506411934
1,28,22,0.575765506411934
1,32,21,0.5495943470295734
1,52,21,0.5495943470295734
1,84,21,0.5495943470295734
1,50,21,0.5495943470295734
1,21,21,0.5495943470295734
1,103,20,0.5234231876472127
1,90,20,0.5234231876472127
1,107,20,0.5234231876472127
1,58,20,0.5234231876472127
1,16,20,0.5234231876472127
1,78,19,0.4972520282648521
1,110,19,0.4972520282648521
1,114,18,0.4710808688824915
1,125,18,0.4710808688824915
1,65,18,0.4710808688824915
1,61,18,0.4710808688824915
1,62,18,0.4710808688824915
1,55,17,0.44490970950013087
1,118,16,0.41873855011777017
1,122,16,0.41873855011777017
1,53,15,0.3925673907354096
1,91,15,0.3925673907354096
1,97,15,0.3925673907354096
1,14,15,0.3925673907354096
1,68,15,0.3925673907354096
1,36,15,0.3925673907354096
1,71,15,0.3925673907354096
1,47,15,0.3925673907354096
1,43,15,0.3925673907354096
1,74,15,0.3925673907354096
1,17,14,0.36639623135304894
1,73,13,0.3402250719706883
1,41,13,0.3402250719706883
1,66,13,0.3402250719706883
1,40,12,0.31405391258832765
1,35,11,0.287882753205967
1,126,11,0.287882753205967
1,31,10,0.26171159382360637
1,108,10,0.26171159382360637
1,49,8,0.20936927505888508
1,79,3,0.07851347814708191
1,83,3,0.07851347814708191
